0,1
69.55956,-13.414544
1.2351924,-2.8758192
-42.868774,60.536842
84.587845,-12.572001
-16.51141,-16.384392
-11.964358,20.926233
75.73097,-21.774332
-14.06725,-84.20026
-22.151287,65.955734
-59.993145,31.679335
-7.338702,-89.24061
-29.750803,28.136581
-7.6789074,-59.149803
52.842064,-2.899496
4.346694,-6.6907682
-40.89731,-34.766773
-0.67194116,95.98395
-28.979246,68.78745
-98.532394,19.119928
-19.447144,39.44006
45.65401,-18.507256
7.182674,77.444016
42.70363,16.585062
-22.467615,-69.43465
21.301252,-2.8450963
-28.033283,27.462244
27.284697,13.599041
94.691826,21.57519
48.622326,12.9107275
-62.242252,-34.33087
43.59368,-16.434395
-46.202637,50.798164
35.82174,-23.760239
-31.698137,8.596561
-43.013348,-40.369
78.944374,-20.02894
-41.27497,-3.3552759
11.546323,84.09441
-53.01352,-37.112442
-15.772704,-16.429657
-56.503487,-0.7166699
-9.03455,-36.735634
-33.282063,-46.199104
25.980465,16.569382
26.758936,5.2686067
-25.110708,-7.7712646
-40.78887,-3.0067608
48.215496,1.3766477
-33.281445,-46.19345
38.642136,52.030807
4.3443847,-6.6905603
-5.3747163,-10.276287
42.008026,-52.354427
-9.040622,-36.732536
-59.098248,32.02877
-64.303406,-46.865314
-64.30505,-46.863613
76.71684,-35.057358
7.421166,-85.82323
-73.712234,-46.55221
12.082212,11.027992
-6.5958815,-67.58223
-2.6825051,67.26744
-34.058407,50.161667
-18.700504,38.95552
-46.884777,-48.924217
-12.251692,-90.67373
-10.311423,-41.83747
17.858238,81.940414
-19.658983,50.52405
4.3467,-6.690699
-42.054623,-2.9207973
-98.62615,15.728913
-31.853968,8.6006775
-31.859678,8.606158
39.02675,-10.330614
-22.306332,-39.352146
-57.358845,-0.34962025
-12.047575,21.06159
64.1625,35.195675
-34.60805,50.549637
79.42016,-35.390057
-7.0069637,45.273396
9.081919,62.656765
-24.619642,-7.072522
77.64539,13.345772
74.03233,-15.708748
-59.623627,12.289838
-29.422867,-45.76715
15.730029,47.773422
82.33143,4.3234777
-29.426275,-45.766094
-26.740044,36.68935
-56.772926,-1.2213136
-23.837053,-8.302387
-32.596817,14.9202585
48.122326,-18.476542
-59.782875,-43.974724
87.85977,26.41492
-12.444814,44.092144
-24.03005,79.77566
80.14337,-10.584016
-42.871834,60.61796
-24.05754,-6.9967732
87.15477,20.209623
-18.55191,74.99473
-27.95669,27.509888
78.94616,-20.024128
29.03224,-68.42518
-0.8073952,96.12352
13.109518,-10.225211
-12.198913,44.775803
-9.937346,-83.11744
70.22047,-38.324566
-19.444656,39.36376
84.58804,-12.571953
-12.784502,7.6254506
-13.743053,23.02902
15.074651,84.67765
-65.074875,19.223919
39.599068,-53.083168
5.2819166,-33.79953
7.4237766,-85.82777
74.65377,-35.320713
28.253523,70.286415
28.270771,70.27144
-64.60713,19.205917
-72.26417,-27.224173
73.64623,-32.932903
-32.920143,-57.67203
91.47417,14.484874
35.942398,30.885637
-9.236339,-0.7972414
-37.092957,48.749355
-32.94764,14.458655
-35.66191,72.20171
12.500298,11.005106
-4.753437,-10.982089
-39.4077,-41.710407
-32.693966,-32.48701
-49.27258,26.31055
-7.6615143,-72.15357
43.439934,-20.726053
42.836914,24.943104
17.479265,105.14253
-15.210124,-42.87512
51.007828,35.26076
-10.961823,77.33354
1.4355211,-83.42828
50.98993,35.275116
-0.8186917,96.105446
52.81656,4.862426
78.50873,-7.3934293
29.54186,-57.81205
29.538273,-57.808746
15.098736,84.68168
8.127573,-83.961105
-66.88786,-45.45501
-0.44469425,-24.590073
-33.5754,2.9787118
0.12920128,-79.01884
-39.679832,31.676968
-39.936157,31.731014
-66.886215,-45.45079
7.4945908,-30.50746
79.62394,-8.376493
50.300087,45.278027
-16.366274,92.62361
-39.635174,-54.09515
43.61609,85.51364
-52.807117,62.711483
36.912327,84.23905
21.073675,47.993717
11.59199,84.12899
94.49547,9.848649
43.601868,85.50608
71.63071,-7.2514386
-18.443266,75.06952
82.725914,10.094427
-78.04928,16.641975
78.45021,-22.646454
-2.935996,-71.985435
75.86007,-16.159735
